Date,Chan1,Chan2,Chan3,Chan4,Chan5,Chan6,Chan7,Chan8
2024.10.27 05:16:00,2765,2914,2240,2965,2510,2864,2872,2783
2024.10.27 05:16:30,2478,2123,2180,2471,2596,2859,2451,2807
2024.10.27 05:17:00,2767,2721,2142,2586,2512,2591,2907,2295
2024.10.27 05:17:30,2466,2268,2970,2799,2927,2853,2390,2334
2024.10.27 05:18:00,2519,2958,2967,2417,2941,2250,2773,2141
2024.10.27 05:18:30,2514,2933,2254,2284,2543,2811,2659,2013
2024.10.27 05:19:00,2138,2187,2877,2151,2613,2891,2869,2981
2024.10.27 05:19:30,2240,2100,2535,2657,2954,2545,2942,2969
2024.10.27 05:20:00,2581,2141,2567,2014,2991,2364,2367,2118
2024.10.27 05:20:30,2348,2700,2366,2001,2744,2976,2927,2589
2024.10.27 05:21:00,2956,2244,2714,2422,2686,2371,2151,2227
2024.10.27 05:21:30,2228,2698,2364,2123,2510,2769,2046,2651
2024.10.27 05:22:00,2333,2315,2232,2564,2035,2677,2497,2225
2024.10.27 05:22:30,2420,2237,2506,2442,2722,2604,2140,2449
2024.10.27 05:23:00,2446,2512,2906,2355,2295,2841,2103,2566
2024.10.27 05:23:30,2542,2065,2872,2616,2652,2203,2233,2628
2024.10.27 05:24:00,2211,2631,2178,2204,2386,2888,2926,2413
2024.10.27 05:24:30,2481,2397,2049,2625,2497,2142,2140,2050
2024.10.27 05:25:00,2858,2390,2891,2490,2996,2409,2658,2314
2024.10.27 05:25:30,2766,2893,2439,2643,2528,2891,2258,2373
2024.10.27 05:26:00,2072,2584,2581,2359,2063,2316,2654,2554
2024.10.27 05:26:30,2997,2801,2323,2669,2394,2928,2915,2103
2024.10.27 05:27:00,2202,2846,2547,2600,2410,2432,2878,2386
2024.10.27 05:27:30,2246,2338,2891,2567,2017,2478,2315,2783
2024.10.27 05:28:00,2830,2256,2728,2334,2057,2374,2194,2869
2024.10.27 05:28:30,2504,2762,2695,2787,2565,2354,2122,2688
2024.10.27 05:29:00,2423,2821,2851,2894,2629,2596,2398,2809
2024.10.27 05:29:30,2513,2060,2715,2869,2930,2052,2974,2119
2024.10.27 05:30:00,2548,2658,2394,2386,2178,2416,2485,2611
2024.10.27 05:30:30,2496,2485,2105,2391,2474,2370,2334,2815
2024.10.27 05:31:00,2362,2853,2072,2284,2583,2841,2483,2130
2024.10.27 05:31:30,2862,2484,2740,2521,2627,2631,2914,2649
2024.10.27 05:32:00,2213,2033,2215,2041,2008,2455,2869,2549
2024.10.27 05:32:30,2546,2108,2380,2887,2500,2534,2675,2795
2024.10.27 05:33:00,2796,2086,2072,2862,2658,2830,2442,2576
2024.10.27 05:33:30,2648,2519,2406,2318,2471,2561,2654,2375
2024.10.27 05:34:00,2865,2399,2732,2752,2038,2587,2817,2779
2024.10.27 05:34:30,2594,2062,2170,2157,2543,2491,2260,2089
2024.10.27 05:35:00,2418,2102,2259,2812,2695,2154,2510,2642
2024.10.27 05:35:30,2402,2208,2134,2256,2134,2635,2799,2872
2024.10.27 05:36:00,2699,2566,2415,2587,2637,2534,2264,2692
2024.10.27 05:36:30,2055,2692,2550,2931,2669,2947,2078,2469
2024.10.27 05:37:00,2637,2728,2775,2405,2855,2211,2824,2527
2024.10.27 05:37:30,2948,2934,2473,2373,2764,2173,2819,2743
2024.10.27 05:38:00,2994,2654,2027,2877,2858,2704,2694,2230
2024.10.27 05:38:32,2407,2711,2604,2119,2654,2243,2709,2150
2024.10.27 05:39:00,2571,2237,2459,2050,2104,2599,2727,2588
2024.10.27 05:39:30,2402,2058,2010,2476,2796,2110,2554,2818
2024.10.27 05:40:00,2930,2002,2304,2529,2385,2020,2715,2070
2024.10.27 05:40:30,2044,2549,2509,2404,2964,2195,2798,2199
2024.10.27 05:41:00,2999,2957,2967,2408,2034,2344,2847,2242
2024.10.27 05:41:30,2586,2944,2855,2260,2594,2194,2626,2670
2024.10.27 05:42:00,2504,2154,2509,2662,2580,2880,2108,2202
2024.10.27 05:42:30,2627,2088,2885,2007,2918,2864,2093,2112
2024.10.27 05:43:00,2610,2705,2279,2504,2383,2123,2562,2469
2024.10.27 05:43:30,2154,2925,2929,2414,2281,2604,2918,2137
2024.10.27 05:44:00,2295,2963,2770,2484,2458,2133,2710,2155
2024.10.27 05:44:30,2676,2704,2722,2533,2178,2061,2918,2023
2024.10.27 05:45:00,2413,2508,2566,2828,2317,2213,2848,2706
2024.10.27 05:45:30,2117,2672,2056,2516,2335,2405,2948,2595
2024.10.27 05:46:00,2653,2954,2233,2218,2929,2941,2373,2851
2024.10.27 05:46:30,2002,2980,2335,2265,2815,2542,2953,2847
2024.10.27 05:47:00,2568,2451,2607,2692,2512,2649,2400,2088
2024.10.27 05:47:30,2420,2543,2054,2265,2365,2200,2552,2619
2024.10.27 05:48:00,2048,2467,2955,2740,2797,2514,2904,2566
2024.10.27 05:48:30,2285,2837,2591,2079,2570,2837,2488,2852
2024.10.27 05:49:00,2122,2853,2288,2180,2394,2311,2051,2321
2024.10.27 05:49:30,2232,2321,2201,2816,2440,2559,2192,2746
2024.10.27 05:50:00,2784,2502,2916,2757,2975,2839,2145,2335
2024.10.27 05:50:30,2172,2777,2011,2553,2384,2735,2929,2616
2024.10.27 05:51:00,2060,2489,2239,2089,2622,2225,2981,2954
2024.10.27 05:51:30,2698,2103,2254,2487,2430,2488,2340,2161
2024.10.27 05:52:00,2209,2216,2521,2192,2613,2188,2012,2672
2024.10.27 05:52:30,2841,2051,2518,2600,2915,2377,2145,2942
2024.10.27 05:53:00,2492,2171,2533,2215,2105,2735,2408,2361
2024.10.27 05:53:30,2777,2976,2744,2810,2548,2604,2160,2821
2024.10.27 05:54:00,2855,2907,2723,2284,2975,2391,2280,2390
2024.10.27 05:54:30,2105,2073,2425,2486,2506,2505,2504,2860
2024.10.27 05:55:00,2087,2164,2175,2582,2984,2664,2715,2755
2024.10.27 05:55:31,2627,2130,2577,2625,2091,2680,2226,2015
2024.10.27 05:56:00,2710,2321,2189,2658,2306,2113,2839,2177
2024.10.27 05:56:30,2126,2651,2509,2366,2629,2739,2635,2157
2024.10.27 05:57:00,2175,2584,2293,2769,2497,2843,2947,2272
2024.10.27 05:57:31,2363,2584,2398,2132,2313,2065,2405,2680
2024.10.27 05:58:00,2721,2657,2889,2370,2674,2025,2409,2941
2024.10.27 05:58:30,2171,2666,2308,2098,2847,2585,2002,2280
2024.10.27 05:59:00,2783,2894,2052,2987,2439,2218,2618,2401
2024.10.27 05:59:30,2391,2843,2471,2442,2538,2341,2002,2112
2024.10.27 06:00:00,2766,2015,2602,2535,2892,2347,2259,2081
2024.10.27 06:00:30,2995,2799,2535,2758,2537,2567,2031,2859
2024.10.27 06:01:00,2240,2954,2173,2660,2789,2903,2353,2457
2024.10.27 06:01:30,2083,2977,2292,2517,2921,2458,2667,2208
2024.10.27 06:02:00,2600,2066,2384,2282,2653,2067,2839,2730
2024.10.27 06:02:30,2659,2020,2502,2161,2576,2404,2213,2552
2024.10.27 06:03:00,2038,2128,2216,2838,2708,2982,2442,2831
2024.10.27 06:03:30,2029,2001,2269,2767,2980,2733,2892,2357
2024.10.27 06:04:00,2213,2582,2371,2767,2055,2168,2933,2655
2024.10.27 06:04:30,2651,2275,2483,2565,2901,3000,2312,2128
2024.10.27 06:05:00,2696,2901,2039,2384,2641,2932,2608,2852
2024.10.27 06:05:30,2784,2877,2179,2256,2320,2765,2951,2076
2024.10.27 06:06:00,2612,2738,2577,2335,2162,2885,2077,2516
2024.10.27 06:06:30,2267,2210,2518,2919,2669,2485,2607,2407
2024.10.27 06:07:00,2384,2304,2254,2257,2438,2222,2225,2250
2024.10.27 06:07:30,2827,2899,2075,2605,2075,2149,2112,2762
2024.10.27 06:08:00,2951,2060,2390,2155,2304,2836,2028,2739
2024.10.27 06:08:30,2430,2132,2011,2017,2956,2807,2351,2637
2024.10.27 06:09:00,2936,2130,2302,2529,2221,2737,2019,2721
2024.10.27 06:09:31,2406,2934,2708,2511,2575,2739,2373,2040
2024.10.27 06:10:00,2833,2571,2531,2428,2338,2307,2594,2055
2024.10.27 06:10:30,2445,2536,2037,2635,2068,2660,2305,2540
2024.10.27 06:11:00,2834,2491,2737,2727,2650,2417,2217,2137
2024.10.27 06:11:31,2669,2235,2960,2732,2808,2337,2226,2337
2024.10.27 06:12:00,2772,2185,2714,2496,2002,2489,2290,2488
2024.10.27 06:12:30,2896,2042,2351,2354,2728,2203,2351,2139
2024.10.27 06:13:00,2752,2421,2445,2150,2373,2099,2828,2288
2024.10.27 06:13:31,2072,2235,2159,2438,2287,2362,2124,2754
2024.10.27 06:14:00,2876,2281,2356,2488,2171,2475,2909,2928
2024.10.27 06:14:30,2156,2359,2555,2527,2977,2526,2791,2778
2024.10.27 06:15:00,2170,2256,2201,2071,2693,2955,2227,2102
2024.10.27 06:15:30,2247,2972,2030,2812,2325,2286,2182,2871
2024.10.27 06:16:00,2199,2825,2325,2062,2677,2658,2704,2995
2024.10.27 06:16:30,2929,2643,2985,2616,2158,2642,2620,2686
2024.10.27 06:17:00,2782,2209,2176,3000,2542,2483,2069,2511
2024.10.27 06:17:30,2179,2385,2874,2238,2596,2755,2259,2645
2024.10.27 06:18:00,2115,2205,2421,2912,2505,2656,2396,2162
2024.10.27 06:18:30,2716,2050,2992,2028,2203,2170,2944,2834
2024.10.27 06:19:00,2969,2225,2787,2060,2933,2119,2246,2388
2024.10.27 06:19:30,2798,2009,2455,2484,2608,2371,2071,2120
2024.10.27 06:20:00,2935,2871,2515,2479,2790,2038,2992,2783
2024.10.27 06:20:30,2850,2584,2813,2577,2647,2195,2712,2706
2024.10.27 06:21:00,2518,2232,2296,2949,2990,2325,2904,2204
2024.10.27 06:21:30,2083,2021,2403,2744,2609,2029,2528,2796
2024.10.27 06:22:00,2695,2042,2836,2847,2919,2753,2253,2470
2024.10.27 06:22:30,2773,2142,2438,2925,2655,2199,2065,2346
2024.10.27 06:23:00,2032,2455,2735,2464,2435,2494,2248,2909
2024.10.27 06:23:30,2003,2457,2854,2830,2991,2712,2907,2703
2024.10.27 06:24:00,2285,2333,2858,2208,2733,2783,2349,2011
2024.10.27 06:24:30,2459,2961,2021,2233,2552,2929,2900,2234
2024.10.27 06:25:00,2260,2213,2970,2160,2532,2494,2876,2785
2024.10.27 06:25:30,2414,2005,2981,2268,2587,2159,2746,2397
2024.10.27 06:26:00,2097,2118,2937,2757,2002,2066,2805,2050
2024.10.27 06:26:30,2728,2759,2732,2798,2092,2630,2356,2392
2024.10.27 06:27:00,2049,2453,2805,2427,2326,2557,2102,2551
2024.10.27 06:27:30,2144,2651,2076,2226,2744,2776,2850,2917
2024.10.27 06:28:00,2045,2253,2299,2793,2899,2205,2086,2242
2024.10.27 06:28:30,2163,2623,2623,2520,2554,2373,2175,2394
2024.10.27 06:29:00,2146,2100,2388,2127,2892,2832,2896,2791
2024.10.27 06:29:30,2549,2826,2196,2220,2307,2232,2675,2703
2024.10.27 06:30:00,2454,2452,2720,2973,2854,2209,2660,2790
2024.10.27 06:30:30,2906,2073,2901,2531,2338,2772,2603,2411
2024.10.27 06:31:00,2460,2138,2956,2532,2260,2013,2006,2479
2024.10.27 06:31:30,2380,2919,2418,2229,2762,2488,2533,2318
2024.10.27 06:32:00,2149,2263,2967,2126,2716,2163,2390,2285
2024.10.27 06:32:30,2503,2582,2541,2977,2905,2223,2066,2413
2024.10.27 06:33:00,2391,2055,2743,2288,2205,2422,2582,2251
2024.10.27 06:33:30,2437,2079,2337,2651,2518,2546,2770,2737
2024.10.27 06:34:00,2964,2703,2538,2345,2546,2285,2347,2541
2024.10.27 06:34:30,2234,2194,2164,2078,2441,2845,2085,2296
2024.10.27 06:35:00,2717,2408,2207,2664,2844,2111,2666,2206
2024.10.27 06:35:30,2510,2906,2141,2616,2543,2766,2285,2448
2024.10.27 06:36:00,2442,2090,2550,2293,2839,2487,2062,2107
2024.10.27 06:36:30,2462,2566,2600,2781,2840,2548,2104,2052
2024.10.27 06:37:00,2186,2345,2851,2881,2055,2209,2066,2590
2024.10.27 06:37:30,2909,2493,2431,2088,2991,2357,2050,2120
2024.10.27 06:38:00,2099,2394,2707,2605,2844,2930,2289,2107
2024.10.27 06:38:30,2666,2995,2829,2719,2790,2037,2576,2396
2024.10.27 06:39:00,2009,2123,2366,2672,2786,2132,2459,2324
2024.10.27 06:39:30,2949,2422,2918,2760,2992,2728,2539,2775
2024.10.27 06:40:00,2271,2355,2781,2969,2364,2542,2456,2336
2024.10.27 06:40:30,2369,2785,2900,2261,2947,2346,2470,2125
2024.10.27 06:41:00,2583,2775,2171,2673,2922,2382,2438,2960
2024.10.27 06:41:30,2723,2100,2107,2027,2232,2897,2083,2127
2024.10.27 06:42:00,2759,2770,2093,2746,2600,2147,2605,2764
2024.10.27 06:42:30,2395,2345,2220,2912,2824,2495,2205,2801
2024.10.27 06:43:00,2338,2183,2506,2570,2582,2073,2328,2356
2024.10.27 06:43:30,2031,2686,2466,2843,2355,2145,2929,2452
2024.10.27 06:44:00,2445,2624,2706,2479,2446,2289,2307,2947
2024.10.27 08:05:30,2683,2900,2953,2466,2674,2103,2108,2732
2024.10.27 08:06:00,2376,2022,2480,2889,2360,2635,2796,2007
2024.10.27 08:06:30,2110,2289,2729,2702,2966,2811,2446,2557
2024.10.27 08:07:00,2076,2764,2577,2636,2463,2283,2892,2700
2024.10.27 08:07:30,2473,2507,2703,2964,2159,2905,2797,2560
2024.10.27 08:08:00,2545,2866,2407,2137,2340,2130,2622,2366
2024.10.27 08:08:30,2061,2355,2604,2226,2271,2954,2574,2200
2024.10.27 08:09:00,2420,2035,2797,2925,2173,2476,2081,2785
2024.10.27 08:09:30,2602,2460,2416,2004,2780,2081,2699,2026
2024.10.27 08:10:00,2555,2987,2810,2813,2776,2628,2110,2589
2024.10.27 08:10:30,2935,2593,2590,2055,2894,2661,2075,2750
2024.10.27 08:11:00,2624,2273,2798,2033,2294,2193,2269,2745
2024.10.27 08:11:30,2400,2955,2912,2790,2498,2729,2292,2171
2024.10.27 08:12:00,2319,2681,2298,2501,2026,2290,2882,3000
2024.10.27 08:12:30,2461,2965,2928,2500,2794,2134,2369,2491
2024.10.27 08:13:00,2565,2432,2381,2952,2648,2827,2238,2850
2024.10.27 08:13:30,2358,2749,2246,2325,2901,2478,2996,2614
2024.10.27 08:14:00,2610,2865,2939,2382,2183,2280,2887,2363
2024.10.27 08:14:30,2568,2147,2634,2992,2011,2945,2082,2731
2024.10.27 08:15:00,2021,2873,2131,2097,2664,2694,2396,2257
2024.10.27 08:15:30,2816,2444,2229,2425,2918,2974,2924,2639
2024.10.27 08:16:00,2684,2806,2785,2272,2674,2094,2783,2686
2024.10.27 08:16:30,2467,2699,2511,2075,2909,2708,2143,2859
2024.10.27 08:17:00,2855,2625,2442,2941,2206,2813,2643,2801
2024.10.27 08:17:30,2975,2909,2352,2247,2003,2526,2238,2094
2024.10.27 08:18:00,2333,2930,2052,2704,2090,2312,2597,2613
2024.10.27 08:18:30,2435,2723,2583,2081,2522,2208,2315,2665
2024.10.27 08:19:00,2748,2162,2369,2555,2107,2287,2030,2111
2024.10.27 08:19:30,2429,2931,2583,2796,2613,2869,2880,2835
2024.10.27 08:20:00,2592,2892,2047,2658,2075,2432,2641,2757
2024.10.27 08:20:30,2260,2855,2510,2082,2398,2818,2679,2675
2024.10.27 08:21:00,2544,2594,2746,2249,2526,2937,2113,2672
2024.10.27 08:21:30,2917,2408,2940,2608,2332,2569,2591,2412
2024.10.27 08:22:00,2398,2678,2460,2194,2106,2196,2040,2580
2024.10.27 08:22:30,2973,2011,2761,2057,2075,2835,2198,2794
2024.10.27 08:23:00,2566,2743,2860,2585,2408,2236,2817,2797
2024.10.27 08:23:30,2967,2047,2216,2423,2879,2057,2887,2258
2024.10.27 08:24:00,2985,2784,2160,2663,2944,2850,2193,2047
2024.10.27 08:24:30,2516,2232,2035,2515,2728,2843,2828,2053
2024.10.27 08:25:00,2897,2541,2925,2820,2118,2681,2413,2877
2024.10.27 08:25:30,2729,2093,2409,2211,2093,2983,2990,2637
2024.10.27 08:26:00,2142,2202,2235,2505,2404,2028,2344,2360
2024.10.27 08:26:30,2177,2568,2077,2939,2118,2789,2454,2285
2024.10.27 08:27:00,2300,2411,2536,2856,2901,2809,2933,2222
2024.10.27 08:27:30,2943,2954,2841,2539,2314,2122,2424,2306
2024.10.27 08:28:00,2057,2800,2753,2637,2769,2675,2087,2994
2024.10.27 08:28:30,2620,2807,2478,2698,2563,2697,2934,2380
2024.10.27 08:29:00,2567,2525,2557,2449,2810,2235,2721,2708
2024.10.27 08:29:30,2574,2973,2998,2719,2790,2224,2047,2967
2024.10.27 08:30:00,2711,2706,2515,2486,2021,2271,2243,2273
2024.10.27 08:30:30,2784,2971,2157,2332,2623,2407,2340,2233
2024.10.27 08:31:00,2070,2617,2852,2069,2564,2946,2511,2146
2024.10.27 08:31:30,2388,2721,2625,2050,2606,2427,2516,2177
2024.10.27 08:32:00,2323,2886,2381,2228,2693,2624,2037,2553
2024.10.27 08:32:30,2976,2464,2986,2658,2552,2998,2067,2506
2024.10.27 08:33:00,2715,2701,2891,2368,2986,2173,2268,2534
2024.10.27 08:33:30,2819,2479,2439,2254,2084,2472,2455,2636
2024.10.27 08:34:00,2875,2414,2730,2846,2072,2030,2865,2456
2024.10.27 08:34:30,2599,2715,2265,2451,2042,2775,2659,2885
2024.10.27 08:35:00,2279,2263,2304,2066,2817,2518,2670,2958
2024.10.27 08:35:30,2786,2036,2902,2414,2376,2889,2348,2400
2024.10.27 08:36:00,2487,2252,2900,2752,2497,2025,2257,2204
2024.10.27 08:36:30,2856,2047,2184,2466,2022,2177,2799,2388
2024.10.27 10:34:05,2137,2062,2368,2471,2028,2857,2372,2253
2024.10.27 10:34:30,2393,2068,2788,2736,2268,2511,2883,2410
2024.10.27 10:35:00,2354,2162,2824,2084,2218,2124,2658,2583
2024.10.27 10:35:30,2144,2228,2223,2449,2950,2950,2532,2157
2024.10.27 10:36:00,2504,2771,2393,2240,2736,2389,2075,2697
2024.10.27 10:36:30,2508,2254,2128,2809,2417,2782,2004,2005
2024.10.27 10:37:00,2775,2895,2216,2417,2709,2396,2949,2662
2024.10.27 10:37:30,2378,2421,2044,2746,2109,2338,2856,2053
2024.10.27 10:38:00,2491,2038,2259,2508,2195,2234,2845,2869
2024.10.27 10:38:30,2119,2657,2478,2789,2872,2785,2953,2842
2024.10.27 10:39:00,2908,2052,2909,2554,2975,2506,2589,2496
2024.10.27 10:39:30,2784,2863,2620,2875,2947,2281,2759,2682
2024.10.27 10:40:00,2762,2896,2469,2214,2172,2532,2254,2743
2024.10.27 10:40:30,2889,2577,2966,2916,2707,2658,2508,2378
2024.10.27 10:41:00,2664,2026,2902,2769,2459,2654,2057,2848
2024.10.27 10:41:30,2380,2864,2825,2510,2319,2099,2698,2599
2024.10.27 10:42:00,2174,2713,2349,2888,2238,2068,2288,2431
2024.10.27 10:42:30,2533,2047,2028,2568,2325,2763,2588,2966
2024.10.27 10:43:00,2801,2867,2170,2008,2222,2581,2757,2929
2024.10.27 10:43:30,2334,2375,2737,2452,2985,2830,2407,2109
2024.10.27 10:44:00,2959,2666,2431,2007,2376,2440,2826,2807
2024.10.27 10:44:30,2561,2590,2369,2521,2446,2893,2797,2304
2024.10.27 10:45:00,2092,2295,2188,2130,2505,2674,2306,2340
2024.10.27 10:45:30,2811,2833,2099,2734,2474,2948,2767,2923
2024.10.27 10:46:00,2970,2841,2812,2403,2423,2845,2013,2970
2024.10.27 10:46:30,2391,2376,2055,2798,2817,2616,2473,2274
2024.10.27 10:47:19,2452,2296,2893,2541,2729,2633,2141,2594
2024.10.27 10:48:30,2434,2094,2162,2467,2443,2309,2276,2464
2024.10.27 10:49:00,2141,2933,2102,2115,2803,2336,2036,2769
2024.10.27 10:49:30,2361,2320,2357,2201,2735,2982,2435,2034
2024.10.27 10:50:00,2279,2073,2351,2857,2649,2014,2765,2918
2024.10.27 10:50:30,2422,2290,2010,2670,2506,2931,2518,2883
2024.10.27 10:51:00,2506,2998,2836,2115,2997,2724,2414,2728
2024.10.27 10:51:31,2447,2043,2498,2729,2726,2823,2221,2650
2024.10.27 10:52:00,2344,2878,2333,2195,2080,2818,2596,2521
2024.10.27 10:52:30,2731,2957,2294,2932,2574,2091,2895,2004
2024.10.27 10:53:00,2499,2113,2881,2073,2321,2518,2081,2488
2024.10.27 10:53:30,2137,2272,2568,2084,2063,2033,2907,2624
2024.10.27 10:54:00,2070,2426,2990,2307,2895,2509,2288,2028
2024.10.27 10:54:30,2825,2837,2415,2524,2172,2328,2420,2001
2024.10.27 10:55:00,2491,2812,2660,2388,2017,2114,2627,2278
2024.10.27 10:55:30,2216,2755,2799,2997,2957,2908,2240,2527
2024.10.27 10:56:00,2623,2302,2895,2942,2478,2284,2127,2089
2024.10.27 10:56:30,2285,2937,2337,2358,2518,2429,2975,2797
2024.10.27 10:57:00,2629,2910,2238,2542,2513,2839,2484,2275
2024.10.27 10:57:30,2678,2170,2532,2265,2463,2479,2668,2011
2024.10.27 10:58:00,2695,2594,2262,2550,2163,2540,2647,2247
2024.10.27 10:58:30,2819,2709,2849,2180,2961,2183,2091,2381
2024.10.27 10:59:00,2239,2972,2436,2144,2528,2551,2788,2105
2024.10.27 10:59:30,2215,2179,2614,2634,2653,2828,2735,2637
2024.10.27 11:00:00,2234,2406,2156,2687,2519,2993,2602,2458
2024.10.27 11:00:30,2245,2872,2169,2627,2498,2602,2373,2959
2024.10.27 11:01:00,2255,2661,2516,2908,2821,2163,2384,2715
2024.10.27 11:01:30,2409,2543,2466,2608,2484,2419,2306,2853
2024.10.27 11:02:00,2356,2007,2442,2401,2650,2205,2681,2660
2024.10.27 11:02:30,2168,2747,2857,2618,2887,2831,2820,2058
2024.10.27 11:03:00,2550,2731,2302,2315,2701,2568,2641,2213
2024.10.27 11:03:30,2034,2784,2769,2036,2700,2053,2123,2504
