Date,Chan1,Chan2,Chan3,Chan4,Chan5,Chan6,Chan7,Chan8
2024.10.24 11:06:00,294,294,294,294,294,294,294,294
2024.10.24 11:06:30,309,309,309,309,309,309,309,309
2024.10.24 11:07:00,324,324,324,324,324,324,324,324
2024.10.24 11:07:30,339,339,339,339,339,339,339,339
2024.10.24 11:08:00,354,354,354,354,354,354,354,354
2024.10.24 11:08:30,369,369,369,369,369,369,369,369
2024.10.24 11:09:00,384,384,384,384,384,384,384,384
2024.10.24 11:09:30,399,399,399,399,399,399,399,399
2024.10.24 11:10:00,414,414,414,414,414,414,414,414
2024.10.24 11:10:30,429,429,429,429,429,429,429,429
2024.10.24 11:11:00,444,444,444,444,444,444,444,444
2024.10.24 11:11:30,459,459,459,459,459,459,459,459
2024.10.24 11:12:00,473,473,473,473,473,473,473,473
2024.10.24 11:12:30,488,488,488,488,488,488,488,488
2024.10.24 11:13:00,503,503,503,503,503,503,503,503
2024.10.24 11:13:30,518,518,518,518,518,518,518,518
2024.10.24 11:14:00,533,533,533,533,533,533,533,533
2024.10.24 11:14:30,548,548,548,548,548,548,548,548
2024.10.24 11:15:00,563,563,563,563,563,563,563,563
2024.10.24 11:15:30,578,578,578,578,578,578,578,578
2024.10.24 11:16:00,593,593,593,593,593,593,593,593
2024.10.24 11:16:30,608,608,608,608,608,608,608,608
2024.10.24 11:17:00,623,623,623,623,623,623,623,623
2024.10.24 11:17:30,638,638,638,638,638,638,638,638
2024.10.24 11:18:00,653,653,653,653,653,653,653,653
2024.10.24 11:18:30,668,668,668,668,668,668,668,668
2024.10.24 11:19:00,683,683,683,683,683,683,683,683
2024.10.24 11:19:30,698,698,698,698,698,698,698,698
2024.10.24 11:20:01,713,713,713,713,713,713,713,713
2024.10.24 11:20:30,727,727,727,727,727,727,727,727
2024.10.24 11:21:00,742,742,742,742,742,742,742,742
2024.10.24 11:21:30,756,756,756,756,756,756,756,756
2024.10.24 11:22:05,771,771,771,771,771,771,771,771
2024.10.24 11:22:30,786,786,786,786,786,786,786,786
2024.10.24 11:23:00,801,801,801,801,801,801,801,801
2024.10.24 11:23:34,816,816,816,816,816,816,816,816
2024.10.24 11:24:00,830,830,830,830,830,830,830,830
2024.10.24 11:24:30,845,845,845,845,845,845,845,845
2024.10.24 11:25:00,860,860,860,860,860,860,860,860
2024.10.24 11:25:30,874,874,874,874,874,874,874,874
2024.10.24 11:26:00,889,889,889,889,889,889,889,889
2024.10.24 11:26:30,904,904,904,904,904,904,904,904
2024.10.24 11:27:00,919,919,919,919,919,919,919,919
2024.10.24 11:27:30,934,934,934,934,934,934,934,934
2024.10.24 14:28:00,948,948,948,948,948,948,948,948
2024.10.24 15:19:30,971,971,971,971,971,971,971,971
2024.10.24 15:20:00,985,985,985,985,985,985,985,985
