Date,Chan1,Chan2,Chan3,Chan4,Chan5,Chan6,Chan7,Chan8
2024.10.26 20:57:30,2547,2625,2491,2541,2421,2209,2463,2543
2024.10.26 20:58:00,2911,2804,2029,2226,2033,2443,2724,2479
2024.10.26 20:58:30,2378,2695,2355,2725,2110,2080,2038,2623
2024.10.26 20:59:06,2052,2201,2470,2796,2467,2350,2809,2627
2024.10.26 20:59:30,2420,2498,2837,2889,2028,2280,2046,2915
2024.10.26 21:00:00,2775,2543,2549,2153,2686,2154,2181,2254
2024.10.26 21:00:30,2589,2141,2488,2690,2450,2886,2573,2319
2024.10.26 21:01:00,2762,2956,2952,2833,2547,2027,2955,2381
2024.10.26 21:01:30,2899,2385,2165,2855,2968,2705,2662,2446
2024.10.26 21:02:00,2336,2166,2445,2930,2471,2834,2440,2731
2024.10.26 21:02:30,2400,2436,2519,2736,2844,2644,2322,2729
2024.10.26 21:03:00,2812,2493,2721,2129,2010,2168,2025,2464
2024.10.26 21:03:30,2294,2635,2536,2862,2552,2433,2899,2256
2024.10.26 21:04:00,2279,2359,2279,2117,2087,2913,2724,2683
2024.10.26 21:04:30,2480,2221,2792,2958,2917,2775,2570,2876
2024.10.26 21:05:00,2612,2440,2344,2166,2996,2644,2410,2727
2024.10.26 21:05:30,2460,2097,2741,2261,2743,2281,2234,2827
2024.10.26 21:06:00,2685,2481,2501,2204,2731,2503,2850,2633
2024.10.26 21:06:30,2039,2246,2487,2011,2559,2920,2556,2053
2024.10.26 21:07:00,2129,2254,2983,2389,2167,2515,2979,2404
2024.10.26 21:07:30,2468,2037,2690,2796,2202,3000,2964,2643
2024.10.26 21:08:00,2678,2727,2522,2812,2413,2350,2468,2184
2024.10.26 21:08:30,2459,2719,2015,2707,2018,2987,2384,2529
2024.10.26 21:09:00,2881,2755,2976,2281,2096,2652,2341,2268
2024.10.26 21:09:30,2983,2138,2048,2990,2758,2831,2305,2380
2024.10.26 21:10:00,2957,2521,2612,2585,2551,2031,2199,2285
2024.10.26 21:10:30,2073,2912,2968,2126,2709,2097,2138,2728
2024.10.26 21:11:00,2658,2537,2218,2188,2522,2975,2549,2948
2024.10.26 21:11:30,2625,2170,2085,2505,2114,2807,2974,2885
2024.10.26 21:12:00,2439,2987,2428,2138,2034,2683,2595,2300
2024.10.26 21:12:30,2957,2802,2896,2652,2438,2339,2571,2719
2024.10.26 21:13:00,2107,2602,2228,2314,2784,2224,2699,2651
2024.10.26 21:13:30,2158,2212,2253,2236,2077,2544,2332,2804
2024.10.26 21:14:00,2070,2965,2144,2796,2170,2209,2913,2989
2024.10.26 21:14:30,2660,2626,2475,2004,2491,2566,2578,2504
2024.10.26 21:15:00,2172,2262,2524,2257,2196,2093,2245,2524
2024.10.26 21:15:30,2054,2016,2342,2290,2404,2969,2441,2274
2024.10.26 21:16:00,2996,2772,2312,2924,2228,2163,2454,2827
2024.10.26 21:16:30,2183,2796,2474,2848,2369,2736,2210,2371
2024.10.26 21:17:00,2433,2541,2428,2996,2228,2124,2876,2840
2024.10.26 21:17:30,2752,2187,2949,2162,2965,2423,2109,2224
2024.10.26 21:18:00,2626,2725,2751,2970,2197,2738,2709,2893
2024.10.26 21:18:30,2001,2219,2845,2720,2822,2738,2048,2653
2024.10.26 21:19:00,2699,2007,2877,2806,2466,2033,2097,2126
2024.10.26 21:19:30,2420,2575,2247,2353,2127,2626,2271,2721
2024.10.26 21:20:00,2070,2496,2335,2411,2972,2538,2080,2816
2024.10.26 21:20:30,2687,2668,2662,2834,2801,2318,2606,2057
2024.10.26 21:21:00,2223,2859,2962,2737,2798,2175,2418,2403
2024.10.26 21:21:30,2120,2946,2586,2712,2843,2421,2558,2167
2024.10.26 21:22:00,2242,2788,2472,2453,2570,2433,2375,2165
2024.10.26 21:22:30,2358,2269,2925,2734,2250,2783,2758,2075
2024.10.26 21:23:00,2610,2729,2848,2602,2366,2382,2514,2406
2024.10.26 21:23:30,2772,2811,2998,2715,2780,2022,2662,2961
2024.10.26 21:24:00,2296,2228,2171,2391,2690,2518,2486,2006
2024.10.26 21:24:30,2165,2721,2932,2948,2592,2865,2083,2594
2024.10.26 21:25:00,2892,2283,2280,2312,2028,2333,2917,2056
2024.10.26 21:25:30,2182,2421,2550,2399,2060,2847,2359,2930
2024.10.26 21:26:00,2349,2088,2848,2676,2990,2790,2103,2510
2024.10.26 21:26:30,2985,2633,2338,2627,2407,2373,2754,2880
2024.10.26 21:27:00,2801,2155,2867,2520,2978,2250,2643,2313
2024.10.26 21:27:30,2036,2932,2802,2823,2935,2542,2453,2452
2024.10.26 21:28:00,2209,2491,2867,2846,2168,2302,2702,2136
2024.10.26 21:28:30,2235,2928,2298,2171,2525,2183,2775,2506
2024.10.26 21:29:00,2427,2300,2552,2629,2195,2595,2976,2241
2024.10.26 21:29:30,2209,2127,2137,2928,2134,2883,2757,2800
2024.10.26 21:30:00,2139,2263,2933,2623,2471,2911,2463,3000
2024.10.26 21:30:30,2161,2445,2448,2082,2156,2584,2383,2275
2024.10.26 21:31:00,2200,2193,2622,2663,2329,2434,2812,2536
2024.10.26 21:31:30,2591,2352,2301,2814,2112,2176,2499,2131
2024.10.26 21:32:00,2109,2970,2532,2820,2944,2797,2766,2469
2024.10.26 21:32:30,2620,2156,2836,2862,2628,2570,2582,2808
2024.10.26 21:33:00,2475,2369,2702,2956,2613,2549,2899,2262
2024.10.26 21:33:30,2369,2011,2886,2076,2604,2231,2163,2812
2024.10.26 21:34:00,2102,2484,2294,2292,2195,2385,2258,2894
2024.10.26 21:34:30,2490,2620,2480,2156,2075,2555,2071,2016
2024.10.26 21:35:00,2757,2709,2948,2792,2256,2021,2045,2145
